,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
41,within an hour,1.0,0.89,0.0,6.0,6.0,1.0,1.0,Central,40.73265,-74.18775,Private room in home,Private room,2,1.5 shared baths,1.0,2.0,61.0,3,500,3,5,500,500,3.6,500.0,1,27,57,87,362,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,8,4,4,0,0.02
42,within an hour,0.91,0.97,0.0,10.0,10.0,1.0,1.0,North,40.76843,-74.17083,Tiny home,Entire home/apt,3,1 bath,,1.0,98.0,7,1125,7,7,1125,1125,7.0,1125.0,1,0,0,24,299,28,6,0,4.79,4.64,4.68,4.7,4.79,4.44,4.41,1,9,9,0,0,0.39
43,within a few hours,1.0,0.9,1.0,3.0,3.0,1.0,1.0,South,40.71553,-74.1905,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,54.0,1,1125,1,1,1125,1125,1.0,1125.0,1,13,13,30,281,321,19,2,4.93,4.94,4.97,4.92,4.95,4.64,4.95,0,1,0,1,0,4.45
44,within a few hours,1.0,0.78,0.0,0.0,0.0,1.0,1.0,North,40.76004,-74.17995,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,133.0,5,14,5,5,14,14,5.0,14.0,1,17,39,60,150,6,6,1,4.83,4.83,4.83,4.83,5.0,4.67,4.83,0,3,1,2,0,0.86
45,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,West,40.74123,-74.19896,Entire rental unit,Entire home/apt,6,1 bath,3.0,3.0,100.0,7,25,7,7,1125,1125,7.0,1125.0,1,13,43,73,348,34,0,0,4.09,4.41,3.91,4.41,4.56,3.88,4.26,1,57,40,17,0,0.51
46,within an hour,1.0,0.98,1.0,3.0,3.0,1.0,1.0,East,40.72086,-74.17753,Entire rental unit,Entire home/apt,11,2 baths,3.0,3.0,221.0,1,1125,1,1,1125,1125,1.0,1125.0,1,10,32,57,89,68,56,2,4.72,4.84,4.84,4.9,4.88,4.62,4.79,0,1,1,0,0,4.47
47,within a few hours,1.0,0.94,0.0,2.0,2.0,1.0,1.0,North,40.7802,-74.16873,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,59.0,5,1125,5,5,1125,1125,5.0,1125.0,1,5,13,28,303,63,6,1,4.78,4.84,4.75,4.95,4.94,4.76,4.81,0,1,1,0,0,0.97
48,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,West,40.74081,-74.22709,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,641.0,7,25,7,7,1125,1125,7.0,1125.0,1,0,26,56,331,35,2,0,4.23,4.31,4.2,4.71,4.66,3.57,4.09,1,57,40,17,0,0.59
49,within a few hours,1.0,0.86,1.0,2.0,2.0,1.0,1.0,Central,40.75134,-74.16936,Entire rental unit,Entire home/apt,16,3 baths,6.0,14.0,240.0,4,14,4,4,14,14,4.0,14.0,1,6,15,37,84,146,27,3,4.96,4.99,4.98,4.99,5.0,4.68,4.96,0,1,1,0,0,2.2
50,within an hour,1.0,1.0,0.0,0.0,0.0,1.0,1.0,West,40.7437,-74.21845,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,121.0,2,5,2,2,5,5,2.0,5.0,1,26,53,83,346,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,1.36
51,within a few hours,0.8,0.69,0.0,2.0,2.0,1.0,1.0,South,40.72373,-74.20872,Private room in home,Private room,1,1 shared bath,1.0,1.0,30.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,0,49,1,1,4.63,4.71,4.67,4.74,4.66,4.26,4.49,0,2,0,2,0,0.76
52,within an hour,1.0,0.99,1.0,2.0,2.0,1.0,1.0,Central,40.73814,-74.18362,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,66.0,2,28,2,2,1125,1125,2.0,1125.0,1,5,7,13,102,188,40,2,4.8,4.89,4.7,4.91,4.88,4.75,4.88,0,1,1,0,0,2.94
53,within an hour,1.0,1.0,1.0,27.0,27.0,1.0,1.0,North,40.77579,-74.18057,Entire rental unit,Entire home/apt,8,1 bath,1.0,3.0,143.0,2,1125,2,2,1125,1125,2.0,1125.0,1,10,40,70,168,35,17,2,4.89,4.97,4.71,5.0,5.0,4.66,4.86,0,1,1,0,0,0.79
54,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,West,40.74573,-74.19733,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,40.0,7,25,7,7,1125,1125,7.0,1125.0,1,28,58,88,363,31,11,2,4.71,4.65,4.68,4.9,4.84,3.97,4.55,0,57,40,17,0,0.52
55,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,West,40.74573,-74.19733,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,40.0,7,25,7,7,1125,1125,7.0,1125.0,1,0,27,57,332,39,11,2,4.49,4.56,4.38,4.59,4.59,4.21,4.44,0,57,40,17,0,0.61
56,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,West,40.74573,-74.19733,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,611.0,7,25,7,7,1125,1125,7.0,1125.0,1,20,50,80,355,19,4,1,4.79,4.94,4.79,4.89,5.0,4.56,4.78,0,57,40,17,0,0.3
57,within an hour,1.0,0.93,1.0,2.0,2.0,1.0,1.0,South,40.7025,-74.21026,Private room in home,Private room,4,1 private bath,1.0,2.0,87.0,1,14,1,1,14,14,1.0,14.0,1,26,48,78,168,176,50,9,4.91,4.94,4.94,4.95,4.94,4.8,4.88,0,2,0,2,0,2.79
58,within an hour,1.0,0.94,0.0,1.0,1.0,1.0,0.0,South,40.71689,-74.19382,Entire loft,Entire home/apt,4,1 bath,1.0,3.0,79.0,2,1125,2,2,1125,1125,2.0,1125.0,1,8,38,68,343,230,35,2,4.72,4.82,4.88,4.93,4.9,4.34,4.75,0,1,1,0,0,3.59
59,within an hour,1.0,1.0,0.0,1.0,1.0,1.0,1.0,East,40.72372,-74.17811,Entire condo,Entire home/apt,12,2 baths,3.0,6.0,220.0,2,1125,2,2,1125,1125,2.0,1125.0,1,11,27,48,311,250,27,1,4.7,4.85,4.89,4.75,4.88,4.32,4.77,0,1,1,0,0,4.11
60,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,West,40.74081,-74.22709,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,50.0,7,25,7,7,1125,1125,7.0,1125.0,1,27,57,87,362,10,4,1,4.7,4.7,4.3,4.7,5.0,4.5,4.6,1,57,40,17,0,0.16
61,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,West,40.74081,-74.22709,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,50.0,7,25,7,7,1125,1125,7.0,1125.0,1,25,55,85,360,5,3,2,4.8,4.8,4.6,5.0,5.0,4.6,4.6,1,57,40,17,0,0.08
62,within an hour,1.0,0.89,0.0,6.0,6.0,1.0,1.0,Central,40.72664,-74.18902,Entire home,Entire home/apt,8,2.5 baths,3.0,3.0,167.0,4,1125,4,4,1125,1125,4.0,1125.0,1,17,47,77,352,20,2,0,4.4,4.6,4.15,4.35,4.95,4.35,4.5,0,8,4,4,0,0.32
63,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,West,40.74573,-74.19733,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,55.0,7,25,7,7,1125,1125,7.0,1125.0,1,26,56,86,361,28,8,0,4.57,4.79,4.54,4.81,4.96,4.0,4.63,1,57,40,17,0,0.45
64,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,West,40.74573,-74.19733,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,45.0,7,25,7,7,1125,1125,7.0,1125.0,1,30,60,90,365,47,2,0,4.28,4.4,4.38,4.85,4.85,3.94,4.37,1,57,40,17,0,0.76
65,within an hour,1.0,1.0,1.0,2.0,2.0,1.0,1.0,East,40.7248,-74.16387,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,66.0,1,30,1,1,30,30,1.0,30.0,1,18,23,23,23,51,19,3,4.96,4.98,4.92,4.96,4.94,4.76,4.84,0,1,1,0,0,0.85
66,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,West,40.74573,-74.19733,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,61.0,7,25,7,7,1125,1125,7.0,1125.0,1,14,44,74,349,50,10,1,4.38,4.5,4.34,4.72,4.76,3.86,4.22,1,57,40,17,0,0.82
67,within an hour,1.0,1.0,1.0,8.0,8.0,1.0,1.0,Central,40.74482,-74.17315,Entire guest suite,Entire home/apt,2,1 bath,,1.0,85.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,21,51,326,78,18,1,4.72,4.74,4.59,4.84,4.92,4.79,4.69,1,5,1,4,0,1.29
68,within an hour,1.0,0.95,0.0,4.0,4.0,1.0,0.0,North,40.77827,-74.17023,Private room in home,Private room,1,1 shared bath,1.0,1.0,55.0,2,2,2,2,2,2,2.0,2.0,1,0,0,24,299,84,9,2,4.51,4.65,4.71,4.6,4.63,4.67,4.7,0,2,0,2,0,1.4
69,within an hour,0.6,1.0,0.0,1.0,1.0,1.0,0.0,South,40.71728,-74.2047,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,75.0,1,1125,1,1,1125,1125,1.0,1125.0,1,7,32,61,336,14,1,1,4.5,4.79,4.71,5.0,4.71,4.21,4.36,1,1,0,1,0,0.27
70,within an hour,0.99,1.0,0.0,18.0,18.0,1.0,1.0,Central,40.73746,-74.19684,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,99.0,3,1125,3,3,1125,1125,3.0,1125.0,1,19,49,79,146,127,24,3,4.46,4.56,4.33,4.87,4.68,4.14,4.44,1,12,0,12,0,2.13
71,within an hour,1.0,0.97,0.0,3.0,3.0,1.0,0.0,East,40.7299,-74.16706,Entire rental unit,Entire home/apt,9,1 bath,2.0,2.0,220.0,5,1125,5,28,1125,1125,26.9,1125.0,1,28,58,88,125,2,0,0,4.5,4.5,4.5,4.5,5.0,4.5,4.0,1,6,6,0,0,0.04
72,within an hour,1.0,0.95,1.0,4.0,4.0,1.0,1.0,South,40.71042,-74.19921,Private room in home,Private room,2,1 shared bath,1.0,1.0,73.0,1,30,1,2,1125,1125,1.1,1125.0,1,26,56,86,361,291,90,3,4.83,4.92,4.82,4.97,4.92,4.78,4.84,0,6,0,6,0,5.03
73,,,0.0,0.0,1.0,1.0,1.0,1.0,East,40.73266,-74.14088,Private room in condo,Private room,2,1 shared bath,1.0,2.0,36.0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,17,0,0,4.69,4.69,4.94,4.75,4.81,4.31,4.5,0,1,0,1,0,0.31
74,within an hour,1.0,1.0,1.0,8.0,8.0,1.0,1.0,Central,40.74506,-74.17348,Private room in townhouse,Private room,2,1 private bath,1.0,1.0,60.0,3,1125,3,3,1125,1125,3.0,1125.0,1,0,0,0,207,23,4,0,4.61,4.78,4.52,4.96,4.96,5.0,4.65,1,5,1,4,0,0.4
75,within an hour,1.0,0.95,1.0,4.0,4.0,1.0,1.0,South,40.71071,-74.20048,Private room in home,Private room,2,1 shared bath,1.0,1.0,67.0,1,30,1,2,1125,1125,1.1,1125.0,1,24,53,80,354,430,71,1,4.79,4.89,4.84,4.94,4.94,4.73,4.79,0,6,0,6,0,7.41
76,within an hour,1.0,0.95,0.0,4.0,4.0,1.0,0.0,North,40.77719,-74.16886,Private room in home,Private room,1,1 shared bath,1.0,1.0,60.0,2,1125,2,2,1125,1125,2.0,1125.0,1,25,55,85,360,72,8,0,4.56,4.72,4.72,4.75,4.69,4.69,4.61,0,2,0,2,0,1.24
77,within an hour,1.0,1.0,0.0,2.0,2.0,1.0,1.0,East,40.72483,-74.15955,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,55.0,30,1125,30,30,1125,1125,30.0,1125.0,1,23,53,83,83,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,0,2,0,0.05
78,within an hour,1.0,0.99,0.0,5.0,5.0,1.0,1.0,South,40.71032,-74.19965,Private room in home,Private room,6,2 shared baths,1.0,1.0,40.0,1,90,1,1,90,90,1.0,90.0,1,29,51,81,356,48,14,2,4.15,4.44,4.54,4.67,4.58,4.35,4.21,1,4,0,4,0,0.84
79,,,1.0,0.0,1.0,1.0,1.0,0.0,East,40.72429,-74.14783,Private room in home,Private room,2,1.5 shared baths,1.0,1.0,58.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,0,177,43,0,0,4.74,4.86,4.86,4.88,4.81,4.72,4.7,1,1,0,1,0,0.76
80,within an hour,1.0,1.0,0.0,2.0,2.0,1.0,1.0,East,40.72511,-74.15984,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,65.0,7,31,7,7,1125,1125,7.0,1125.0,1,0,2,2,2,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,0,2,0,0.07
81,within an hour,1.0,1.0,1.0,1.0,1.0,1.0,1.0,South,40.71937,-74.21862,Entire home,Entire home/apt,4,1 bath,1.0,2.0,125.0,1,10,1,1,10,10,1.0,10.0,1,20,50,56,56,291,52,4,4.73,4.81,4.76,4.91,4.87,4.35,4.78,0,1,1,0,0,5.12
82,,,,0.0,1.0,1.0,1.0,1.0,Central,40.73566,-74.18666,Private room in rental unit,Private room,3,1 private bath,1.0,1.0,200.0,1,7,1,1,7,7,1.0,7.0,0,0,0,0,0,12,0,0,4.89,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.21
83,within a day,0.86,0.0,0.0,6.0,6.0,1.0,1.0,Central,40.75662,-74.17018,Private room in guest suite,Private room,4,1 shared bath,1.0,2.0,32.0,2,61,2,2,61,61,2.0,61.0,1,0,0,0,29,70,0,0,4.6,4.61,4.44,4.94,4.9,4.46,4.51,0,5,0,5,0,1.25
84,within a day,0.86,0.0,0.0,6.0,6.0,1.0,1.0,Central,40.75762,-74.17179,Private room in guest suite,Private room,4,1 shared bath,1.0,2.0,33.0,2,75,2,2,75,75,2.0,75.0,1,0,0,0,14,85,0,0,4.82,4.87,4.64,4.96,4.98,4.4,4.85,0,5,0,5,0,1.53
85,within a day,0.86,0.0,0.0,6.0,6.0,1.0,1.0,Central,40.75736,-74.17089,Private room in guest suite,Private room,2,1 shared bath,1.0,1.0,35.0,2,59,2,2,59,59,2.0,59.0,1,0,0,0,12,46,0,0,4.78,4.93,4.72,4.93,4.96,4.59,4.87,0,5,0,5,0,0.84
86,within a day,0.86,0.0,0.0,6.0,6.0,1.0,1.0,Central,40.75582,-74.17041,Private room in home,Private room,2,1 shared bath,1.0,1.0,35.0,2,1125,2,2,1125,1125,2.0,1125.0,1,7,8,14,206,6,0,0,3.83,3.5,3.5,4.33,4.33,4.33,3.33,0,5,0,5,0,0.3
87,within a day,0.86,0.0,0.0,6.0,6.0,1.0,1.0,Central,40.75774,-74.17228,Private room in guest suite,Private room,2,1 shared bath,1.0,2.0,38.0,2,65,2,2,65,65,2.0,65.0,1,0,0,0,12,56,0,0,4.63,4.77,4.43,4.98,4.93,4.54,4.66,0,5,0,5,0,1.0
88,within an hour,1.0,0.97,0.0,6.0,6.0,1.0,1.0,Central,40.727703,-74.17466,Entire rental unit,Entire home/apt,6,2 baths,3.0,6.0,150.0,28,1125,28,28,1125,1125,28.0,1125.0,1,0,0,0,270,115,3,1,4.57,4.79,4.9,4.92,4.91,4.3,4.68,0,3,3,0,0,2.08
89,within a few hours,0.8,1.0,0.0,1.0,1.0,1.0,0.0,Central,40.74999,-74.17287,Entire rental unit,Entire home/apt,2,1 bath,,1.0,75.0,3,7,3,3,7,7,3.0,7.0,1,1,1,1,1,25,0,0,4.39,4.74,4.09,4.78,4.87,4.61,4.57,1,1,1,0,0,0.46
90,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,West,40.74573,-74.19733,Entire rental unit,Entire home/apt,7,1 bath,3.0,3.0,1080.0,7,25,7,7,1125,1125,7.0,1125.0,1,0,27,57,332,7,0,0,3.57,4.29,3.71,4.57,4.43,3.14,3.43,1,57,40,17,0,0.13
91,within an hour,1.0,1.0,0.0,2.0,2.0,1.0,1.0,Central,40.73235,-74.19452,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,75.0,2,1125,2,2,1125,1125,2.0,1125.0,1,18,48,78,351,318,37,3,4.41,4.54,4.42,4.87,4.85,4.36,4.44,1,2,2,0,0,5.72
92,,,,0.0,1.0,1.0,1.0,1.0,East,40.72417,-74.16636,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,78.0,1,14,1,1,14,14,1.0,14.0,1,0,0,0,1,34,0,0,4.94,4.94,4.97,4.97,5.0,4.79,4.91,1,1,1,0,0,0.64
93,within an hour,1.0,0.99,0.0,5.0,5.0,1.0,1.0,South,40.70966,-74.20001,Private room in home,Private room,2,2 shared baths,1.0,1.0,40.0,1,90,1,1,90,90,1.0,90.0,1,20,49,79,354,36,15,2,4.67,4.64,4.64,4.89,4.75,4.47,4.69,1,4,0,4,0,0.65
94,within an hour,1.0,0.99,0.0,5.0,5.0,1.0,1.0,South,40.70896,-74.19959,Private room in home,Private room,2,2 shared baths,1.0,1.0,40.0,1,90,1,1,90,90,1.0,90.0,1,0,25,55,330,50,21,3,4.46,4.6,4.54,4.7,4.62,4.58,4.6,1,4,0,4,0,0.9
95,within an hour,1.0,0.97,0.0,3.0,3.0,1.0,0.0,East,40.72889,-74.16775,Entire rental unit,Entire home/apt,10,1 bath,2.0,8.0,223.0,5,1125,5,28,1125,1125,26.9,1125.0,1,29,59,89,364,8,4,0,4.75,4.63,4.75,4.75,5.0,4.63,4.5,1,6,6,0,0,0.51
96,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,West,40.7408,-74.22709,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1050.0,7,25,7,7,1125,1125,7.0,1125.0,1,30,60,90,365,17,0,0,4.53,4.53,4.59,4.53,4.53,4.24,4.47,1,57,40,17,0,0.34
97,within an hour,1.0,0.89,0.0,6.0,6.0,1.0,1.0,Central,40.73108,-74.18891,Entire home,Entire home/apt,6,1 bath,2.0,5.0,111.0,4,1125,3,4,1125,1125,3.4,1125.0,1,14,37,67,195,6,5,1,4.33,4.5,3.5,5.0,4.0,4.83,4.0,0,8,4,4,0,0.12
98,within an hour,1.0,0.99,0.0,10.0,10.0,1.0,1.0,South,40.70487,-74.21444,Entire home,Entire home/apt,3,1 bath,1.0,1.0,84.0,5,90,5,5,90,90,5.0,90.0,1,30,60,90,90,22,1,1,4.32,4.41,4.55,4.55,4.45,4.41,4.09,1,10,1,9,0,0.44
99,within a few hours,1.0,0.48,1.0,3.0,3.0,1.0,1.0,East,40.72229,-74.1565,Private room in home,Private room,1,1 shared bath,1.0,1.0,51.0,30,90,30,30,90,90,30.0,90.0,1,0,0,0,0,5,4,0,5.0,5.0,4.8,5.0,5.0,5.0,5.0,0,3,0,3,0,0.1
100,within an hour,1.0,1.0,1.0,2.0,2.0,1.0,1.0,East,40.72295,-74.16891,Entire rental unit,Entire home/apt,10,2 baths,3.0,6.0,175.0,2,1125,2,3,1125,1125,2.1,1125.0,1,10,23,33,302,281,32,3,4.91,4.93,4.91,4.98,4.93,4.74,4.9,0,2,2,0,0,5.46
101,within a few hours,1.0,0.96,1.0,4.0,4.0,1.0,1.0,East,40.73018,-74.15564,Entire rental unit,Entire home/apt,6,1 bath,3.0,3.0,300.0,3,1125,3,3,1125,1125,3.0,1125.0,1,10,32,61,333,115,24,1,4.97,4.98,4.97,4.97,4.99,4.79,4.9,0,2,2,0,0,2.25
102,within an hour,1.0,0.99,0.0,10.0,10.0,1.0,1.0,West,40.73936,-74.19654,Private room in home,Private room,2,1 private bath,1.0,1.0,65.0,5,90,5,90,90,90,17.1,90.0,1,27,57,87,87,9,0,0,4.22,4.67,3.89,4.67,4.67,3.67,4.0,1,10,1,9,0,0.18
103,,,,0.0,1.0,1.0,1.0,0.0,Central,40.75056,-74.18598,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,59.0,1,1125,1,1,1125,1125,1.0,1125.0,0,0,0,0,0,39,0,0,4.31,4.46,4.51,4.82,4.79,3.79,4.36,0,1,1,0,0,0.78
104,within an hour,1.0,0.97,0.0,6.0,6.0,1.0,1.0,Central,40.7277,-74.17468,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,85.0,16,1125,16,16,1125,1125,16.0,1125.0,1,3,15,45,320,35,5,1,4.86,4.91,4.91,5.0,4.91,4.71,4.79,0,3,3,0,0,0.7
105,within a few hours,1.0,0.94,1.0,3.0,3.0,1.0,0.0,East,40.72134,-74.14895,Entire home,Entire home/apt,2,1 bath,,1.0,55.0,5,1125,4,5,1125,1125,4.9,1125.0,1,8,11,11,11,44,13,3,4.95,4.91,4.89,4.93,4.95,4.45,4.8,0,1,1,0,0,0.88
106,within a day,0.67,0.24,0.0,8.0,8.0,1.0,1.0,West,40.74723,-74.20649,Private room in townhouse,Private room,2,1 shared bath,1.0,1.0,40.0,7,1125,7,7,1125,1125,7.0,1125.0,1,20,50,80,355,11,1,0,4.45,4.82,4.27,4.73,4.82,4.0,4.27,0,3,0,3,0,0.22
107,within a day,1.0,0.17,0.0,1.0,1.0,1.0,1.0,Central,40.75263,-74.16971,Private room in townhouse,Private room,4,1.5 baths,2.0,2.0,105.0,2,4,2,2,4,4,2.0,4.0,1,6,22,45,315,15,0,0,4.93,4.87,5.0,5.0,4.93,4.93,4.93,0,1,0,1,0,0.36
108,within an hour,1.0,0.93,1.0,2.0,2.0,1.0,1.0,South,40.70226,-74.21027,Private room in home,Private room,2,1 private bath,1.0,1.0,68.0,1,10,1,1,10,10,1.0,10.0,1,22,44,74,349,117,52,5,4.97,4.97,4.94,4.98,4.97,4.89,4.91,0,2,0,2,0,2.46
109,within a few hours,1.0,0.88,1.0,1.0,1.0,1.0,1.0,East,40.72696,-74.16088,Private room in rental unit,Private room,3,1 shared bath,1.0,1.0,63.0,3,1125,3,3,1125,1125,3.0,1125.0,1,27,57,87,87,30,4,1,4.7,4.73,4.77,4.8,4.73,4.6,4.83,0,1,0,1,0,0.61
110,,,0.0,0.0,1.0,1.0,1.0,1.0,North,40.76622,-74.16098,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,58.0,1,7,1,1,7,7,1.0,7.0,0,0,0,0,0,6,0,0,4.33,4.5,4.5,4.17,4.33,4.0,4.17,0,1,0,1,0,0.12
111,within an hour,1.0,0.99,0.0,5.0,5.0,1.0,1.0,South,40.71008,-74.19915,Private room in home,Private room,6,2 shared baths,1.0,1.0,40.0,1,90,1,1,90,90,1.0,90.0,1,22,44,74,111,9,5,1,4.78,4.78,4.89,4.67,4.89,4.56,4.89,1,4,0,4,0,0.18
112,within an hour,1.0,0.99,0.0,10.0,10.0,1.0,1.0,West,40.73892,-74.19591,Private room in home,Private room,2,1 shared bath,1.0,1.0,67.0,25,92,25,25,92,92,25.0,92.0,1,30,60,90,90,8,1,0,3.63,3.5,3.5,4.0,4.0,4.13,3.5,1,10,1,9,0,0.16
113,within an hour,0.99,1.0,0.0,18.0,18.0,1.0,1.0,Central,40.73751,-74.19556,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,44.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,0,24,61,105,25,1,4.42,4.54,4.34,4.81,4.88,4.25,4.45,1,12,0,12,0,2.14
114,a few days or more,0.0,,0.0,2.0,2.0,1.0,1.0,South,40.71894,-74.20068,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,199.0,1,60,1,1,60,60,1.0,60.0,1,30,60,90,180,18,0,0,4.22,4.5,4.28,4.5,4.5,4.11,4.28,0,1,0,1,0,0.37
115,within an hour,1.0,0.95,1.0,4.0,4.0,1.0,1.0,South,40.7112,-74.19974,Private room in home,Private room,1,1 shared bath,1.0,1.0,55.0,1,30,1,1,1125,1125,1.0,1125.0,1,8,33,54,328,437,89,7,4.79,4.92,4.81,4.94,4.89,4.69,4.81,0,6,0,6,0,8.97
116,,,0.0,0.0,1.0,1.0,1.0,1.0,East,40.72321,-74.157,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,27.0,2,30,2,2,30,30,2.0,30.0,0,0,0,0,0,9,0,0,4.11,4.22,3.44,4.56,4.67,4.33,4.56,0,1,1,0,0,0.19
117,,,0.0,0.0,1.0,1.0,1.0,1.0,East,40.73395,-74.14314,Private room in home,Private room,1,1 shared bath,1.0,1.0,35.0,3,30,3,3,30,30,3.0,30.0,1,0,0,0,0,15,0,0,4.93,5.0,5.0,5.0,5.0,4.93,5.0,0,1,0,1,0,0.31
118,within an hour,1.0,1.0,0.0,79.0,79.0,1.0,1.0,West,40.74163,-74.22621,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1050.0,7,25,7,7,1125,1125,7.0,1125.0,1,30,60,90,365,24,0,0,4.38,4.46,4.46,4.71,4.96,3.88,4.29,1,57,40,17,0,0.51
119,within a day,1.0,0.67,0.0,1.0,1.0,1.0,1.0,East,40.72893,-74.16129,Entire loft,Entire home/apt,2,1.5 baths,2.0,2.0,5000.0,1,30,1,1,30,30,1.0,30.0,1,29,59,89,179,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.04
120,within an hour,1.0,0.99,1.0,2.0,2.0,1.0,1.0,South,40.69776,-74.19898,Private room in home,Private room,2,2 shared baths,1.0,1.0,71.0,1,21,1,1,21,21,1.0,21.0,1,27,56,85,360,216,113,8,4.81,4.89,4.89,4.85,4.85,4.55,4.84,0,2,0,2,0,4.53
121,within an hour,1.0,0.99,1.0,2.0,2.0,1.0,1.0,South,40.69776,-74.19898,Private room in home,Private room,2,2 shared baths,1.0,1.0,75.0,1,21,1,1,21,21,1.0,21.0,1,27,57,86,361,229,103,6,4.87,4.94,4.89,4.93,4.87,4.59,4.83,0,2,0,2,0,4.81
122,within an hour,1.0,0.99,0.0,1.0,1.0,1.0,1.0,South,40.71496,-74.21245,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,121.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,25,55,330,128,29,4,4.73,4.84,4.56,4.89,4.95,4.59,4.76,1,2,2,0,0,2.7
123,within a few hours,1.0,0.96,1.0,4.0,4.0,1.0,1.0,East,40.72984,-74.15748,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,95.0,3,14,3,3,1125,1125,3.0,1125.0,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,2,0,0,0.02
124,within an hour,0.91,0.97,0.0,10.0,10.0,1.0,1.0,East,40.72214,-74.14919,Entire guesthouse,Entire home/apt,3,1 bath,1.0,1.0,83.0,4,1125,4,4,1125,1125,4.0,1125.0,1,20,50,80,355,39,6,0,4.9,4.97,4.95,5.0,4.97,4.67,4.82,1,9,9,0,0,0.84
